#==============================================================================
#
#	地形保存テキスト [save.txt]
#	Author：you
#
#==============================================================================
<>*************<> ここから下をコピーし [field.txt] に張り付け <>*************<>

TERRAINSET

	FIELDSET
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 5.936 0.000 , 0.000 33.095 0.000 , 0.000 78.372 0.000 , 0.000 129.470 0.000 , 0.000 172.073 0.000 , 0.000 166.374 0.000 , 0.000 125.988 0.000 , 0.000 76.471 0.000 , 0.000 24.784 0.000 , 0.000 0.893 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.306 0.000 , 0.000 15.267 0.000 , 0.000 34.500 0.000 , 0.000 76.746 0.000 , 0.000 121.980 0.000 , 0.000 165.532 0.000 , 0.000 165.494 0.000 , 0.000 138.360 0.000 , 0.000 92.855 0.000 , 0.000 42.164 0.000 , 0.000 9.872 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.742 0.000 , 0.000 34.675 0.000 , 0.000 80.873 0.000 , 0.000 132.220 0.000 , 0.000 171.315 0.000 , 0.000 167.001 0.000 , 0.000 127.791 0.000 , 0.000 74.019 0.000 , 0.000 22.848 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.050 0.000 , 0.000 4.688 0.000 , 0.000 16.426 0.000 , 0.000 38.004 0.000 , 0.000 76.747 0.000 , 0.000 127.989 0.000 , 0.000 176.693 0.000 , 0.000 176.773 0.000 , 0.000 142.734 0.000 , 0.000 93.926 0.000 , 0.000 46.252 0.000 , 0.000 8.120 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 2.064 0.000 , 0.000 31.712 0.000 , 0.000 82.632 0.000 , 0.000 134.864 0.000 , 0.000 170.763 0.000 , 0.000 168.205 0.000 , 0.000 126.957 0.000 , 0.000 69.036 0.000 , 0.000 21.394 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.021 0.000 , 0.000 4.122 0.000 , 0.000 14.506 0.000 , 0.000 36.634 0.000 , 0.000 72.118 0.000 , 0.000 142.232 0.000 , 0.000 198.287 0.000 , 0.000 209.034 0.000 , 0.000 172.911 0.000 , 0.000 94.628 0.000 , 0.000 47.083 0.000 , 0.000 8.105 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 28.996 0.000 , 0.000 79.244 0.000 , 0.000 143.407 0.000 , 0.000 195.920 0.000 , 0.000 179.495 0.000 , 0.000 134.241 0.000 , 0.000 83.365 0.000 , 0.000 37.114 0.000 , 0.000 0.432 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.126 0.000 , 0.000 3.680 0.000 , 0.000 9.546 0.000 , 0.000 34.916 0.000 , 0.000 98.929 0.000 , 0.000 177.911 0.000 , 0.000 213.439 0.000 , 0.000 225.478 0.000 , 0.000 188.019 0.000 , 0.000 124.506 0.000 , 0.000 46.729 0.000 , 0.000 10.044 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 8.689 0.000 , 0.000 41.967 0.000 , 0.000 121.816 0.000 , 0.000 185.112 0.000 , 0.000 231.752 0.000 , 0.000 226.387 0.000 , 0.000 179.537 0.000 , 0.000 111.702 0.000 , 0.000 41.486 0.000 , 0.000 14.302 0.000 , 0.000 5.677 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.237 0.000 , 0.000 3.322 0.000 , 0.000 10.403 0.000 , 0.000 37.539 0.000 , 0.000 102.336 0.000 , 0.000 170.479 0.000 , 0.000 222.200 0.000 , 0.000 245.474 0.000 , 0.000 205.354 0.000 , 0.000 134.959 0.000 , 0.000 65.487 0.000 , 0.000 12.255 0.000 , 0.000 0.031 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 5.799 0.000 , 0.000 15.785 0.000 , 0.000 60.200 0.000 , 0.000 125.127 0.000 , 0.000 195.510 0.000 , 0.000 258.895 0.000 , 0.000 256.056 0.000 , 0.000 202.095 0.000 , 0.000 129.681 0.000 , 0.000 61.047 0.000 , 0.000 18.735 0.000 , 0.000 9.535 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.102 0.000 , 0.000 8.688 0.000 , 0.000 38.807 0.000 , 0.000 103.820 0.000 , 0.000 171.640 0.000 , 0.000 224.609 0.000 , 0.000 256.162 0.000 , 0.000 212.808 0.000 , 0.000 142.259 0.000 , 0.000 72.385 0.000 , 0.000 14.412 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 1.271 0.000 , 0.000 8.493 0.000 , 0.000 22.760 0.000 , 0.000 69.843 0.000 , 0.000 142.913 0.000 , 0.000 217.368 0.000 , 0.000 276.677 0.000 , 0.000 275.026 0.000 , 0.000 223.615 0.000 , 0.000 153.596 0.000 , 0.000 71.596 0.000 , 0.000 25.330 0.000 , 0.000 11.596 0.000 , 0.000 1.638 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 4.056 0.000 , 0.000 8.627 0.000 , 0.000 41.691 0.000 , 0.000 109.461 0.000 , 0.000 180.671 0.000 , 0.000 242.210 0.000 , 0.000 263.655 0.000 , 0.000 210.846 0.000 , 0.000 145.390 0.000 , 0.000 78.155 0.000 , 0.000 17.099 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 1.910 0.000 , 0.000 9.627 0.000 , 0.000 24.959 0.000 , 0.000 76.237 0.000 , 0.000 154.835 0.000 , 0.000 234.745 0.000 , 0.000 294.539 0.000 , 0.000 290.186 0.000 , 0.000 234.266 0.000 , 0.000 160.387 0.000 , 0.000 80.416 0.000 , 0.000 29.407 0.000 , 0.000 12.093 0.000 , 0.000 1.972 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 2.415 0.000 , 0.000 10.176 0.000 , 0.000 49.568 0.000 , 0.000 109.879 0.000 , 0.000 175.037 0.000 , 0.000 237.981 0.000 , 0.000 258.200 0.000 , 0.000 212.422 0.000 , 0.000 142.536 0.000 , 0.000 77.222 0.000 , 0.000 14.454 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 1.738 0.000 , 0.000 9.272 0.000 , 0.000 23.953 0.000 , 0.000 76.668 0.000 , 0.000 155.766 0.000 , 0.000 233.467 0.000 , 0.000 293.326 0.000 , 0.000 298.302 0.000 , 0.000 243.141 0.000 , 0.000 160.095 0.000 , 0.000 80.090 0.000 , 0.000 29.203 0.000 , 0.000 10.956 0.000 , 0.000 1.183 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 2.154 0.000 , 0.000 10.079 0.000 , 0.000 46.100 0.000 , 0.000 105.037 0.000 , 0.000 169.408 0.000 , 0.000 219.083 0.000 , 0.000 241.796 0.000 , 0.000 198.969 0.000 , 0.000 136.013 0.000 , 0.000 69.875 0.000 , 0.000 6.813 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 7.266 0.000 , 0.000 19.690 0.000 , 0.000 68.531 0.000 , 0.000 151.278 0.000 , 0.000 220.455 0.000 , 0.000 290.479 0.000 , 0.000 294.720 0.000 , 0.000 241.817 0.000 , 0.000 157.362 0.000 , 0.000 76.268 0.000 , 0.000 29.937 0.000 , 0.000 8.441 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 1.884 0.000 , 0.000 10.611 0.000 , 0.000 26.690 0.000 , 0.000 94.215 0.000 , 0.000 157.252 0.000 , 0.000 204.677 0.000 , 0.000 220.061 0.000 , 0.000 185.184 0.000 , 0.000 125.120 0.000 , 0.000 53.658 0.000 , 0.000 5.934 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
		0.000 -0.000 0.000 , 0.000 4.804 0.000 , 0.000 13.793 0.000 , 0.000 55.703 0.000 , 0.000 136.137 0.000 , 0.000 213.829 0.000 , 0.000 284.859 0.000 , 0.000 293.206 0.000 , 0.000 237.389 0.000 , 0.000 145.024 0.000 , 0.000 64.677 0.000 , 0.000 26.917 0.000 , 0.000 1.430 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 0.000 0.568 0.000 , 0.000 9.916 0.000 , 0.000 23.271 0.000 , 0.000 62.845 0.000 , 0.000 141.219 0.000 , 0.000 178.036 0.000 , 0.000 197.918 0.000 , 0.000 167.484 0.000 , 0.000 106.119 0.000 , 0.000 35.907 0.000 , 0.000 5.545 0.000 , 0.000 -0.000 0.000 , 0.000 -0.000 0.000 , 
